timestamp,frame,dt,veh_x,veh_y,veh_yaw,speed,nozzle_x,nozzle_y,nozzle_edge_dist,poly_edge_dist,driving_offset,steer_filter,steer_cmd,throttle_cmd,brake_cmd,lateral_error,paint_state,painting_enabled,dash_phase,perception_mode,ai_edge_pts,gt_edge_pts,road_mask_ratio,poly_coeff_a,poly_coeff_b,poly_coeff_c,inference_time_ms,mask_iou,edge_dev_mean_px,edge_dev_median_px,edge_dev_max_px
1770754632.097830,35,0.254732,-247.116592,-23.787575,89.980873,2.340955,-249.116592,-23.786907,2.759354,4.996328,4.988098,0.150000,0.000000,0.000000,0.000000,-0.003672,STABILIZED,0,-1,AI,229,229,0.368473,0.000106,-0.018935,4.923563,-1.000000,0.930039,0.502183,0.000000,2.000000
1770754632.131546,36,0.032878,-247.116089,-23.696096,89.969696,2.336064,-249.116089,-23.695038,2.761673,4.985789,4.990134,0.150000,0.000000,0.000000,0.000000,-0.014211,STABILIZED,0,-1,AI,229,229,0.368473,0.000106,-0.018720,4.922286,-1.000000,0.930039,0.502183,0.000000,2.000000
1770754632.387963,37,0.032507,-247.112381,-23.065786,89.896797,2.343782,-249.112381,-23.062183,2.768635,4.983047,4.992550,0.150000,0.000000,0.000000,0.000000,-0.016953,STABILIZED,0,-1,AI,229,229,0.367319,0.000165,-0.019495,4.928200,20.235777,0.927256,0.493450,0.000000,3.000000
1770754632.422591,38,0.256569,-247.112381,-23.065786,89.896797,2.338745,-249.111771,-22.972460,2.769078,4.954718,4.994560,0.150000,0.000000,0.000000,0.000000,-0.045282,STABILIZED,0,-1,AI,229,229,0.367319,0.000165,-0.019495,4.928200,-1.000000,0.927256,0.493450,0.000000,3.000000
1770754632.455431,39,0.033354,-247.111771,-22.976427,89.886353,2.338745,-249.111771,-22.972460,2.770834,4.928258,4.998950,0.150000,0.000000,0.000000,0.000000,-0.071742,STABILIZED,0,-1,AI,229,229,0.367319,0.000174,-0.019510,4.928316,-1.000000,0.927256,0.493450,0.000000,3.000000
1770754632.740402,40,0.033080,-247.106812,-22.288063,89.807724,2.337424,-249.106796,-22.281351,2.780930,4.928258,5.004333,0.150000,0.000000,0.000000,0.000000,-0.071742,STABILIZED,0,-1,AI,229,229,0.366858,0.000303,-0.021600,4.946355,23.370743,0.926027,0.475983,0.000000,3.000000
1770754632.776960,41,0.289042,-247.105896,-22.172729,89.793922,2.328226,-249.105881,-22.165537,2.783725,4.928258,5.008117,0.150000,0.000000,0.000000,0.000000,-0.071742,STABILIZED,0,-1,AI,229,229,0.366858,0.000312,-0.021512,4.945773,-1.000000,0.926027,0.475983,0.000000,3.000000
1770754632.812760,42,0.033691,-247.105896,-22.172729,89.793922,2.332843,-249.104904,-22.053717,2.784289,4.928258,5.011448,0.150000,0.000000,0.000000,0.000000,-0.071742,STABILIZED,0,-1,AI,229,229,0.366858,0.000312,-0.021512,4.945773,-1.000000,0.926027,0.475983,0.000000,3.000000
1770754633.085046,43,0.032887,-247.099472,-21.446571,89.715584,2.351226,-249.099442,-21.436644,2.792652,4.928258,5.014379,0.150000,0.000000,0.000000,0.000000,-0.071742,STABILIZED,0,-1,AI,229,229,0.367588,0.000406,-0.022174,4.950090,21.874428,0.927212,0.480349,0.000000,3.000000
1770754633.121383,44,0.276228,-247.098495,-21.346985,89.704834,2.353396,-249.098465,-21.336681,2.794898,4.937045,5.016958,0.150000,0.000000,0.000000,0.000000,-0.062955,STABILIZED,0,-1,AI,229,229,0.367588,0.000406,-0.021905,4.948347,-1.000000,0.927212,0.480349,0.000000,3.000000
1770754633.154086,45,0.033881,-247.098495,-21.346985,89.704834,2.353396,-249.098465,-21.336681,2.794898,4.945773,5.018384,0.150000,0.000000,0.000000,0.000000,-0.054227,STABILIZED,0,-1,AI,229,229,0.367588,0.000406,-0.021905,4.948347,-1.000000,0.927212,0.480349,0.000000,3.000000
1770754633.445106,46,0.035350,-247.091125,-20.627117,89.626595,2.341323,-249.091080,-20.614082,2.793928,4.945773,5.019117,0.150000,0.000000,0.000000,0.000000,-0.054227,STABILIZED,0,-1,AI,229,229,0.366109,0.000409,-0.020120,4.939697,26.450872,0.923159,0.480349,0.000000,3.000000
1770754633.478245,47,0.290224,-247.089890,-20.515659,89.614464,2.335063,-249.089844,-20.502201,2.796450,4.945773,5.020077,0.150000,0.000000,0.000000,0.000000,-0.054227,STABILIZED,0,-1,AI,229,229,0.366109,0.000405,-0.019703,4.937239,-1.000000,0.923159,0.480349,0.000000,3.000000
1770754633.511792,48,0.032800,-247.089890,-20.515659,89.614464,2.342658,-249.088760,-20.401093,2.796847,4.945773,5.020921,0.150000,0.000000,0.000000,0.000000,-0.054227,STABILIZED,0,-1,AI,229,229,0.366109,0.000405,-0.019703,4.937239,-1.000000,0.923159,0.480349,0.000000,3.000000
1770754633.790550,49,0.033708,-247.081970,-19.828869,89.544884,2.344852,-249.081909,-19.812983,2.814069,4.945773,5.021664,0.150000,0.000000,0.000000,0.000000,-0.054227,STABILIZED,0,-1,AI,229,229,0.369153,0.000378,-0.017662,4.930782,24.323940,0.928492,0.576419,0.000000,3.000000
1770754633.822095,50,0.277839,-247.080795,-19.734392,89.535378,2.346762,-249.080734,-19.718174,2.816056,4.942735,5.022318,0.150000,0.000000,0.000000,0.000000,-0.057265,STABILIZED,0,-1,AI,229,229,0.369153,0.000366,-0.017112,4.927574,-1.000000,0.928492,0.576419,0.000000,3.000000
1770754633.855302,51,0.032461,-247.079620,-19.638712,89.526344,2.350818,-249.079559,-19.622179,2.817922,4.938468,5.023185,0.150000,0.000000,0.000000,0.000000,-0.061532,STABILIZED,0,-1,AI,229,229,0.369153,0.000378,-0.017188,4.928221,-1.000000,0.928492,0.576419,0.000000,3.000000
1770754634.108706,52,0.033386,-247.072769,-19.093487,89.472824,2.339287,-249.072678,-19.075085,2.825025,4.938468,5.024249,0.150000,0.000000,0.000000,0.000000,-0.061532,STABILIZED,0,-1,AI,229,229,0.367306,0.000505,-0.020504,4.958990,18.593073,0.924178,0.598253,0.000000,4.000000
1770754634.135960,53,0.248144,-247.071655,-19.010544,89.465149,2.340664,-249.071564,-18.991875,2.826677,4.938468,5.025031,0.150000,0.000000,0.000000,0.000000,-0.061532,STABILIZED,0,-1,AI,229,229,0.367306,0.000505,-0.020285,4.957630,-1.000000,0.924178,0.598253,0.000000,4.000000
1770754634.168819,54,0.032813,-247.070480,-18.923635,89.457024,2.338782,-249.070389,-18.904682,2.828389,4.938468,5.025719,0.150000,0.000000,0.000000,0.000000,-0.061532,STABILIZED,0,-1,AI,229,229,0.367306,0.000500,-0.019934,4.955456,-1.000000,0.924178,0.598253,0.000000,4.000000
1770754634.439259,55,0.033197,-247.061905,-18.295673,89.399818,2.341775,-249.061798,-18.274723,2.835742,4.938468,5.026325,0.150000,0.000000,0.000000,0.000000,-0.061532,STABILIZED,0,-1,AI,229,229,0.369825,0.000694,-0.023686,4.981564,18.888950,0.929924,0.550218,0.000000,3.000000
1770754634.470813,56,0.267782,-247.060577,-18.203337,89.391373,2.337664,-249.060471,-18.182093,2.837501,4.946348,5.026858,0.150000,0.000000,0.000000,0.000000,-0.053652,STABILIZED,0,-1,AI,229,229,0.369825,0.000679,-0.023011,4.977224,-1.000000,0.929924,0.550218,0.000000,3.000000
1770754634.505624,57,0.035363,-247.059357,-18.113741,89.383179,2.335624,-249.059235,-18.092211,2.839123,4.956543,5.026570,0.150000,0.000000,0.000000,0.000000,-0.043457,STABILIZED,0,-1,AI,229,229,0.369825,0.000679,-0.022746,4.975420,-1.000000,0.929924,0.550218,0.000000,3.000000
1770754634.759154,58,0.032237,-247.051224,-17.560650,89.336731,2.343498,-249.051086,-17.537498,2.835258,4.958310,5.025622,0.150000,0.000000,0.000000,0.000000,-0.041690,STABILIZED,0,-1,AI,229,229,0.367442,0.000727,-0.021232,4.959007,20.943165,0.924330,0.541485,0.000000,3.000000
1770754634.788949,59,0.251342,-247.049942,-17.474764,89.329445,2.342046,-249.049805,-17.451357,2.836757,4.958310,5.024985,0.150000,0.000000,0.000000,0.000000,-0.041690,STABILIZED,0,-1,AI,229,229,0.367442,0.000687,-0.019940,4.950925,-1.000000,0.924330,0.541485,0.000000,3.000000
1770754634.821927,60,0.033184,-247.048447,-17.378849,89.321808,2.348098,-249.048309,-17.355177,2.838379,4.958310,5.024488,0.150000,0.000000,0.000000,0.000000,-0.041690,STABILIZED,0,-1,AI,229,229,0.367442,0.000687,-0.019674,4.949379,-1.000000,0.924330,0.541485,0.000000,3.000000
1770754635.076916,61,0.032543,-247.039688,-16.814203,89.276268,2.338131,-249.039536,-16.788940,2.859298,4.958998,5.024051,0.150000,0.000000,0.000000,0.000000,-0.041002,STABILIZED,0,-1,AI,229,229,0.367434,0.001533,-0.043715,5.124670,20.042419,0.923661,0.641921,0.000000,4.000000
1770754635.108554,62,0.253592,-247.038330,-16.731480,89.269936,2.340382,-249.038162,-16.705996,2.860691,4.967213,5.023600,0.150000,0.000000,0.000000,0.000000,-0.032787,PAINTING,1,-1,AI,229,229,0.367434,0.001533,-0.043349,5.121354,-1.000000,0.923661,0.641921,0.000000,4.000000
1770754635.141963,63,0.032977,-247.036850,-16.636234,89.263077,2.343801,-249.036682,-16.610512,2.862099,4.976322,5.022440,0.150000,0.000000,0.000000,0.000000,-0.023678,PAINTING,1,-1,AI,229,229,0.367434,0.001528,-0.042802,5.116640,-1.000000,0.923661,0.641921,0.000000,4.000000
1770754635.407423,64,0.032665,-247.026749,-16.019020,89.218498,2.345546,-249.026566,-15.991741,2.847112,4.979394,5.020840,0.150000,0.000000,0.000000,0.000000,-0.020606,PAINTING,1,-1,AI,229,229,0.367724,0.001485,-0.037990,5.073567,19.118547,0.923578,0.484716,0.000000,2.000000
1770754635.437695,65,0.262988,-247.025330,-15.932239,89.212265,2.342753,-249.025146,-15.904742,2.848383,5.020806,5.019465,0.150000,0.000000,0.000000,0.000000,0.020806,PAINTING,1,-1,AI,229,229,0.367724,0.001448,-0.036653,5.064388,-1.000000,0.923578,0.484716,0.000000,2.000000
